customer_id,full_name,country,segment,email,phone
C0069,Juan Cruz,Panama,Premium,juan.cruz69@email.com,+11274846773
C0070,Fernando Mendez,Costa Rica,Standard,fernando.mendez70@email.com,+13982146584
C0071,Carlos Reyes,Dominican Republic,Basic,carlos.reyes71@email.com,+19727875588
C0072,Miguel Sanchez,Chile,Basic,miguel.sanchez72@email.com,+13963605766
C0073,Luis Ramirez,Peru,Premium,luis.ramirez73@email.com,+18951718702
C0074,Isabel Hernandez,Panama,Premium,isabel.hernandez74@email.com,+14596158657
C0075,Natalia Lopez,Chile,Premium,natalia.lopez75@email.com,+14316117240
C0076,Maria Torres,Argentina,Premium,maria.torres76@email.com,+15562386922
C0077,Sofia Perez,Dominican Republic,VIP,sofia.perez77@email.com,+13792374740
C0078,Fernando Reyes,Colombia,Standard,fernando.reyes78@email.com,+17594647436
C0079,Daniela Garcia,Costa Rica,Standard,daniela.garcia79@email.com,+19594406409
C0080,Maria Ortega,Argentina,VIP,maria.ortega80@email.com,+13953394210
C0081,Camila Sanchez,Dominican Republic,Premium,camila.sanchez81@email.com,+15214562328
C0082,Patricia Flores,Peru,Basic,patricia.flores82@email.com,+14745171236
C0083,Natalia Gomez,Costa Rica,Premium,natalia.gomez83@email.com,+10481754965
C0084,Ana Cruz,Mexico,VIP,ana.cruz84@email.com,+19859317461
C0085,Luis Lopez,Argentina,Premium,luis.lopez85@email.com,+17113826758
C0086,Isabel Castro,Costa Rica,Standard,isabel.castro86@email.com,+11796405377
C0087,Valentina Gomez,Guatemala,Premium,valentina.gomez87@email.com,+18506431713
C0088,Andrea Martinez,Guatemala,Premium,andrea.martinez88@email.com,+13293183933
C0089,Roberto Hernandez,Argentina,Premium,roberto.hernandez89@email.com,+12284210205
C0090,Valentina Castro,Mexico,Basic,valentina.castro90@email.com,+12402681177
C0091,Patricia Flores,Panama,Premium,patricia.flores91@email.com,+18390847007
C0092,Miguel Diaz,Panama,Premium,miguel.diaz92@email.com,+17115921249
C0093,Pablo Mendez,Costa Rica,Basic,pablo.mendez93@email.com,+19847896118
C0094,Diego Diaz,Chile,VIP,diego.diaz94@email.com,+16576615654
C0095,Patricia Hernandez,Colombia,VIP,patricia.hernandez95@email.com,+11116152809
C0096,Natalia Mendez,Colombia,Basic,natalia.mendez96@email.com,+16560494519
C0097,Jorge Morales,Panama,Standard,jorge.morales97@email.com,+13158514936
C0098,Natalia Ortega,Dominican Republic,Premium,natalia.ortega98@email.com,+14024455022
C0099,Pablo Ruiz,Peru,Premium,pablo.ruiz99@email.com,+10183667525
C0100,Camila Torres,Mexico,Premium,camila.torres100@email.com,+12290147679
C0101,Fernando Diaz,Chile,Basic,fernando.diaz101@email.com,+18156149784
C0102,Maria Cruz,Dominican Republic,VIP,maria.cruz102@email.com,+10034324451
C0103,Carlos Ramirez,Peru,VIP,carlos.ramirez103@email.com,+12683885160
C0104,Isabel Martinez,Colombia,VIP,isabel.martinez104@email.com,+15969664160
C0105,Roberto Rodriguez,Guatemala,VIP,roberto.rodriguez105@email.com,+11613696816
C0106,Camila Torres,Guatemala,Standard,camila.torres106@email.com,+12181883552
C0107,Valentina Garcia,Argentina,Standard,valentina.garcia107@email.com,+13292127799
C0108,Fernando Castro,Guatemala,Basic,fernando.castro108@email.com,+12717744905
C0109,Jorge Perez,Panama,Basic,jorge.perez109@email.com,+17005411998
C0110,Miguel Sanchez,Panama,Premium,miguel.sanchez110@email.com,+19359782071
C0111,Roberto Perez,Mexico,Standard,roberto.perez111@email.com,+13778892554
C0112,Miguel Diaz,Dominican Republic,Basic,miguel.diaz112@email.com,+10515186449
C0113,Luis Torres,Dominican Republic,Premium,luis.torres113@email.com,+12546291486
C0114,Roberto Hernandez,Costa Rica,Premium,roberto.hernandez114@email.com,+18505423573
C0115,Valentina Hernandez,Colombia,Standard,valentina.hernandez115@email.com,+14188805929
C0116,Miguel Hernandez,Peru,Standard,miguel.hernandez116@email.com,+19270653794
C0117,Fernando Cruz,Argentina,Standard,fernando.cruz117@email.com,+17359774688
C0118,Isabel Rodriguez,Dominican Republic,Standard,isabel.rodriguez118@email.com,+12407581814
C0119,Juan Rodriguez,Panama,Basic,juan.rodriguez119@email.com,+18261375060
C0120,Miguel Flores,Chile,Basic,miguel.flores120@email.com,+16153051522
C0121,Maria Reyes,Peru,VIP,maria.reyes121@email.com,+17790104328
C0122,Andrea Flores,Colombia,VIP,andrea.flores122@email.com,+14341036971
C0123,Ana Ramirez,Ecuador,Premium,ana.ramirez123@email.com,+19324609539
C0124,Isabel Rodriguez,Ecuador,Premium,isabel.rodriguez124@email.com,+15188888067
C0125,Maria Ruiz,Argentina,Basic,maria.ruiz125@email.com,+10515319520
C0126,Patricia Mendez,Peru,Basic,patricia.mendez126@email.com,+17722170430
C0127,Diego Lopez,Argentina,Basic,diego.lopez127@email.com,+18687403450
C0128,Roberto Vargas,Guatemala,Premium,roberto.vargas128@email.com,+16676527758
C0129,Andres Perez,Colombia,VIP,andres.perez129@email.com,+16928451154
C0130,Camila Sanchez,Peru,VIP,camila.sanchez130@email.com,+17570596401
C0131,Miguel Gomez,Mexico,Standard,miguel.gomez131@email.com,+12970213556
C0132,Pablo Lopez,Panama,Standard,pablo.lopez132@email.com,+15571928565
C0133,Andres Cruz,Mexico,Premium,andres.cruz133@email.com,+12786814473
C0134,Andrea Reyes,Chile,VIP,andrea.reyes134@email.com,+11217271551
C0135,Natalia Mendez,Argentina,Basic,natalia.mendez135@email.com,+12258313237
C0136,Carlos Gomez,Panama,Basic,carlos.gomez136@email.com,+18291146786
C0137,Isabel Castro,Peru,Premium,isabel.castro137@email.com,+15177852892
C0138,Luis Diaz,Colombia,Premium,luis.diaz138@email.com,+18242253584
C0139,Juan Vargas,Ecuador,Standard,juan.vargas139@email.com,+14249818299
C0140,Luis Rodriguez,Dominican Republic,Basic,luis.rodriguez140@email.com,+10010943969
C0141,Carlos Ramirez,Argentina,Basic,carlos.ramirez141@email.com,+17364710276
C0142,Daniela Sanchez,Guatemala,Standard,daniela.sanchez142@email.com,+19255562588
C0143,Ana Torres,Panama,Standard,ana.torres143@email.com,+11473210469
C0144,Isabel Cruz,Guatemala,Standard,isabel.cruz144@email.com,+19532787747
C0145,Carlos Perez,Ecuador,VIP,carlos.perez145@email.com,+17339500479
C0146,Daniela Reyes,Colombia,Premium,daniela.reyes146@email.com,+16245650609
C0147,Natalia Morales,Ecuador,Basic,natalia.morales147@email.com,+14168784991
C0148,Luis Garcia,Guatemala,VIP,luis.garcia148@email.com,+15852398680
C0149,Maria Lopez,Guatemala,Standard,maria.lopez149@email.com,+17872982595
C0150,Sofia Ruiz,Dominican Republic,Basic,sofia.ruiz150@email.com,+15888794705
C0151,Roberto Garcia,Dominican Republic,VIP,roberto.garcia151@email.com,+14097499309
C0152,Daniela Rodriguez,Peru,VIP,daniela.rodriguez152@email.com,+13091307562
C0153,Isabel Morales,Ecuador,VIP,isabel.morales153@email.com,+19702838578
C0154,Miguel Torres,Panama,Standard,miguel.torres154@email.com,+18585497334
C0155,Natalia Reyes,Argentina,Standard,natalia.reyes155@email.com,+14375758441
C0156,Pablo Mendez,Costa Rica,VIP,pablo.mendez156@email.com,+15240415747
C0157,Diego Morales,Ecuador,Basic,diego.morales157@email.com,+14219933083
C0158,Valentina Lopez,Costa Rica,Premium,valentina.lopez158@email.com,+15712082677
C0159,Diego Reyes,Argentina,Basic,diego.reyes159@email.com,+10193802620
C0160,Miguel Ramirez,Argentina,Standard,miguel.ramirez160@email.com,+10049915478
C0161,Jorge Ramirez,Ecuador,Standard,jorge.ramirez161@email.com,+17431527420
C0162,Roberto Reyes,Peru,Standard,roberto.reyes162@email.com,+19668516122
C0163,Daniela Torres,Mexico,Standard,daniela.torres163@email.com,+14637454990
C0164,Andres Gomez,Mexico,Standard,andres.gomez164@email.com,+11742684145
C0165,Andrea Cruz,Peru,Standard,andrea.cruz165@email.com,+17279568783
C0166,Valentina Ortega,Ecuador,Premium,valentina.ortega166@email.com,+17851910883
C0167,Pablo Mendez,Peru,Standard,pablo.mendez167@email.com,+15871397187
C0168,Maria Sanchez,Ecuador,Standard,maria.sanchez168@email.com,+16790874064
C0169,Carlos Morales,Mexico,Premium,carlos.morales169@email.com,+16518017046
C0170,Sofia Hernandez,Guatemala,VIP,sofia.hernandez170@email.com,+16766182512
C0171,Natalia Ruiz,Chile,Standard,natalia.ruiz171@email.com,+10047868633
C0172,Fernando Gomez,Argentina,Standard,fernando.gomez172@email.com,+13106903311
C0173,Andrea Lopez,Dominican Republic,VIP,andrea.lopez173@email.com,+10306738302
C0174,Jorge Reyes,Dominican Republic,Standard,jorge.reyes174@email.com,+15995342836
C0175,Camila Vargas,Ecuador,Premium,camila.vargas175@email.com,+19268705685
C0176,Isabel Diaz,Argentina,Standard,isabel.diaz176@email.com,+16287334270
C0177,Natalia Diaz,Ecuador,VIP,natalia.diaz177@email.com,+18263435175
C0178,Juan Mendez,Mexico,Standard,juan.mendez178@email.com,+14699013983
C0179,Daniela Morales,Argentina,Basic,daniela.morales179@email.com,+10331739363
C0180,Natalia Torres,Costa Rica,Basic,natalia.torres180@email.com,+17854458771
C0181,Daniela Torres,Guatemala,Standard,daniela.torres181@email.com,+15609320489
C0182,Pablo Diaz,Peru,Basic,pablo.diaz182@email.com,+13536937854
C0183,Daniela Ramirez,Peru,VIP,daniela.ramirez183@email.com,+15228728080
C0184,Juan Lopez,Costa Rica,Premium,juan.lopez184@email.com,+12312038750
C0185,Andrea Ortega,Panama,VIP,andrea.ortega185@email.com,+10088600848
C0186,Camila Martinez,Peru,VIP,camila.martinez186@email.com,+11182339845
C0187,Andres Ruiz,Guatemala,Premium,andres.ruiz187@email.com,+16793341016
C0188,Miguel Ruiz,Mexico,VIP,miguel.ruiz188@email.com,+10217659180
C0189,Valentina Morales,Argentina,VIP,valentina.morales189@email.com,+10148902503
C0190,Pablo Hernandez,Colombia,VIP,pablo.hernandez190@email.com,+14293968562
C0191,Juan Flores,Mexico,Basic,juan.flores191@email.com,+11631599965
C0192,Carlos Vargas,Panama,VIP,carlos.vargas192@email.com,+13586629619
C0193,Camila Cruz,Colombia,Premium,camila.cruz193@email.com,+14262655110
C0194,Camila Sanchez,Argentina,Basic,camila.sanchez194@email.com,+11212678886
C0195,Ana Martinez,Guatemala,Premium,ana.martinez195@email.com,+18199560466
C0196,Juan Mendez,Dominican Republic,Standard,juan.mendez196@email.com,+18262244472
C0197,Juan Rodriguez,Argentina,VIP,juan.rodriguez197@email.com,+16471543799
C0198,Diego Sanchez,Peru,Premium,diego.sanchez198@email.com,+14065965756
C0199,Andrea Hernandez,Guatemala,Basic,andrea.hernandez199@email.com,+19375265479
C0200,Valentina Torres,Argentina,VIP,valentina.torres200@email.com,+16519398280
C0201,Fernando Morales,Argentina,VIP,fernando.morales201@email.com,+11672434266
C0202,Juan Sanchez,Dominican Republic,VIP,juan.sanchez202@email.com,+16886805891
C0203,Ana Cruz,Peru,Basic,ana.cruz203@email.com,+19096561014
C0204,Valentina Flores,Panama,Standard,valentina.flores204@email.com,+15679825071
C0205,Camila Diaz,Colombia,Premium,camila.diaz205@email.com,+12545738757
C0206,Ana Sanchez,Guatemala,VIP,ana.sanchez206@email.com,+11401051238
C0207,Sofia Mendez,Guatemala,Standard,sofia.mendez207@email.com,+18673622660
C0208,Andrea Morales,Dominican Republic,VIP,andrea.morales208@email.com,+16603341918
C0209,Sofia Gomez,Chile,Basic,sofia.gomez209@email.com,+17147859696
C0210,Pablo Garcia,Guatemala,Basic,pablo.garcia210@email.com,+17924991251
C0211,Valentina Reyes,Peru,Premium,valentina.reyes211@email.com,+15286692966
C0212,Sofia Ramirez,Ecuador,Standard,sofia.ramirez212@email.com,+12742257905
C0213,Carlos Ramirez,Chile,Standard,carlos.ramirez213@email.com,+16887676772
C0214,Juan Castro,Chile,Premium,juan.castro214@email.com,+14043842797
C0215,Natalia Flores,Dominican Republic,Premium,natalia.flores215@email.com,+11485807836
C0216,Ana Cruz,Mexico,Basic,ana.cruz216@email.com,+17451713395
C0217,Andrea Diaz,Dominican Republic,Standard,andrea.diaz217@email.com,+12330958498
C0218,Sofia Torres,Argentina,Basic,sofia.torres218@email.com,+19481260422
C0219,Valentina Hernandez,Chile,Basic,valentina.hernandez219@email.com,+16729466711
C0220,Miguel Flores,Guatemala,Basic,miguel.flores220@email.com,+17759017518
C0221,Miguel Morales,Chile,VIP,miguel.morales221@email.com,+17454589297
C0222,Roberto Lopez,Colombia,Premium,roberto.lopez222@email.com,+17012770632
C0223,Camila Rodriguez,Colombia,Basic,camila.rodriguez223@email.com,+15415206436
C0224,Juan Garcia,Chile,Premium,juan.garcia224@email.com,+17129387005
C0225,Ana Diaz,Panama,Standard,ana.diaz225@email.com,+11361115542
C0226,Miguel Hernandez,Colombia,Standard,miguel.hernandez226@email.com,+18909275326
C0227,Andrea Sanchez,Colombia,Standard,andrea.sanchez227@email.com,+11219656523
C0228,Andres Perez,Ecuador,Standard,andres.perez228@email.com,+19994043898
C0229,Diego Ruiz,Mexico,Basic,diego.ruiz229@email.com,+13761379180
C0230,Patricia Torres,Costa Rica,Standard,patricia.torres230@email.com,+19658271091
C0231,Carlos Vargas,Mexico,Standard,carlos.vargas231@email.com,+10684866618
C0232,Natalia Ortega,Argentina,Standard,natalia.ortega232@email.com,+11418328569
C0233,Juan Reyes,Chile,VIP,juan.reyes233@email.com,+10316179904
C0234,Sofia Garcia,Peru,Premium,sofia.garcia234@email.com,+10275884252
C0235,Andres Garcia,Guatemala,Premium,andres.garcia235@email.com,+16481491778
C0236,Patricia Lopez,Dominican Republic,VIP,patricia.lopez236@email.com,+12524191380
C0237,Maria Martinez,Mexico,Standard,maria.martinez237@email.com,+17562208635
C0238,Valentina Diaz,Argentina,Basic,valentina.diaz238@email.com,+11951802380
C0239,Miguel Perez,Argentina,VIP,miguel.perez239@email.com,+14518705349
C0240,Camila Ortega,Panama,Standard,camila.ortega240@email.com,+15973832060
C0241,Valentina Mendez,Mexico,Basic,valentina.mendez241@email.com,+15064138367
C0242,Maria Hernandez,Colombia,Basic,maria.hernandez242@email.com,+10386571918
C0243,Luis Ruiz,Dominican Republic,Premium,luis.ruiz243@email.com,+19062344565
C0244,Roberto Sanchez,Chile,Basic,roberto.sanchez244@email.com,+11329121277
C0245,Roberto Diaz,Ecuador,Premium,roberto.diaz245@email.com,+15374741124
C0246,Andrea Lopez,Guatemala,Standard,andrea.lopez246@email.com,+12135680442
C0247,Carlos Ruiz,Ecuador,VIP,carlos.ruiz247@email.com,+18317121003
C0248,Luis Morales,Guatemala,VIP,luis.morales248@email.com,+11994101372
C0249,Juan Torres,Mexico,Premium,juan.torres249@email.com,+17029667066
C0250,Sofia Gomez,Peru,Standard,sofia.gomez250@email.com,+14472099934
C0251,Daniela Diaz,Mexico,VIP,daniela.diaz251@email.com,+11462638380
C0252,Miguel Gomez,Ecuador,VIP,miguel.gomez252@email.com,+17598564205
C0253,Andrea Cruz,Argentina,Premium,andrea.cruz253@email.com,+10785932133
C0254,Andres Mendez,Chile,Premium,andres.mendez254@email.com,+19652239559
C0255,Carlos Gomez,Dominican Republic,Standard,carlos.gomez255@email.com,+13784270103
C0256,Andrea Cruz,Ecuador,Premium,andrea.cruz256@email.com,+17059325250
C0257,Carlos Hernandez,Colombia,Standard,carlos.hernandez257@email.com,+18515691545
C0258,Luis Rodriguez,Panama,VIP,luis.rodriguez258@email.com,+15289539264
C0259,Camila Hernandez,Mexico,Standard,camila.hernandez259@email.com,+19690295939
C0260,Ana Ramirez,Guatemala,Standard,ana.ramirez260@email.com,+11355215704
C0261,Diego Cruz,Guatemala,Premium,diego.cruz261@email.com,+14100676267
C0262,Miguel Gomez,Colombia,VIP,miguel.gomez262@email.com,+17932710405
C0263,Andres Garcia,Guatemala,Premium,andres.garcia263@email.com,+12621815997
C0264,Carlos Diaz,Dominican Republic,Standard,carlos.diaz264@email.com,+16201533688
C0265,Andres Reyes,Chile,Basic,andres.reyes265@email.com,+11069872050
C0266,Isabel Perez,Dominican Republic,Basic,isabel.perez266@email.com,+17310324171
C0267,Camila Ruiz,Panama,VIP,camila.ruiz267@email.com,+14186256527
C0268,Maria Vargas,Panama,VIP,maria.vargas268@email.com,+14349021158
C0269,Isabel Castro,Ecuador,Standard,isabel.castro269@email.com,+10686879374
C0270,Juan Ruiz,Ecuador,Premium,juan.ruiz270@email.com,+19899217223
C0271,Diego Hernandez,Costa Rica,Premium,diego.hernandez271@email.com,+11632945116
C0272,Natalia Ruiz,Argentina,Basic,natalia.ruiz272@email.com,+18709986162
C0273,Luis Castro,Colombia,Premium,luis.castro273@email.com,+19148564679
C0274,Andrea Ramirez,Peru,Premium,andrea.ramirez274@email.com,+14629960653
C0275,Maria Ramirez,Guatemala,Basic,maria.ramirez275@email.com,+10544471324
C0276,Fernando Torres,Costa Rica,Basic,fernando.torres276@email.com,+19137367850
C0277,Jorge Rodriguez,Argentina,Premium,jorge.rodriguez277@email.com,+18628902330
C0278,Valentina Lopez,Mexico,VIP,valentina.lopez278@email.com,+15345786103
C0279,Patricia Ramirez,Peru,VIP,patricia.ramirez279@email.com,+17985524140
C0280,Miguel Lopez,Dominican Republic,Standard,miguel.lopez280@email.com,+13333468007
C0281,Luis Rodriguez,Chile,Premium,luis.rodriguez281@email.com,+14944665743
C0282,Fernando Reyes,Dominican Republic,VIP,fernando.reyes282@email.com,+11085899441
C0283,Daniela Perez,Argentina,Basic,daniela.perez283@email.com,+15444328309
C0284,Miguel Torres,Mexico,Standard,miguel.torres284@email.com,+17446660993
C0285,Roberto Cruz,Guatemala,VIP,roberto.cruz285@email.com,+18428241724
C0286,Natalia Rodriguez,Colombia,Basic,natalia.rodriguez286@email.com,+13534655494
C0287,Fernando Garcia,Mexico,VIP,fernando.garcia287@email.com,+19991738168
C0288,Camila Diaz,Peru,Premium,camila.diaz288@email.com,+12356972521
C0289,Daniela Torres,Guatemala,Standard,daniela.torres289@email.com,+10074329271
C0290,Luis Ortega,Costa Rica,VIP,luis.ortega290@email.com,+16676008350
C0291,Roberto Flores,Mexico,Standard,roberto.flores291@email.com,+10335421689
C0292,Camila Rodriguez,Mexico,Premium,camila.rodriguez292@email.com,+14478985625
C0293,Daniela Gomez,Peru,Standard,daniela.gomez293@email.com,+16033230982
C0294,Ana Gomez,Costa Rica,Premium,ana.gomez294@email.com,+14890901001
C0295,Isabel Sanchez,Colombia,VIP,isabel.sanchez295@email.com,+18472304618
C0296,Andres Ortega,Costa Rica,Standard,andres.ortega296@email.com,+11891411739
C0297,Diego Vargas,Guatemala,Standard,diego.vargas297@email.com,+16420873753
C0298,Carlos Martinez,Colombia,Premium,carlos.martinez298@email.com,+19721811437
C0299,Camila Vargas,Mexico,VIP,camila.vargas299@email.com,+11204556110
C0300,Carlos Hernandez,Guatemala,Standard,carlos.hernandez300@email.com,+15794155216
C0301,Miguel Sanchez,Costa Rica,Basic,miguel.sanchez301@email.com,+17621202169
C0302,Daniela Castro,Peru,VIP,daniela.castro302@email.com,+19659027716
C0303,Fernando Lopez,Argentina,Premium,fernando.lopez303@email.com,+15089935889
C0304,Ana Diaz,Panama,Standard,ana.diaz304@email.com,+15628900287
C0305,Daniela Rodriguez,Panama,Premium,daniela.rodriguez305@email.com,+15354083866
C0306,Valentina Perez,Panama,VIP,valentina.perez306@email.com,+19717751701
C0307,Miguel Diaz,Ecuador,Premium,miguel.diaz307@email.com,+18019948837
C0308,Roberto Gomez,Chile,Premium,roberto.gomez308@email.com,+17589975711
C0309,Valentina Martinez,Guatemala,Basic,valentina.martinez309@email.com,+14885102726
C0310,Ana Vargas,Chile,Standard,ana.vargas310@email.com,+11637351609
C0311,Ana Sanchez,Dominican Republic,VIP,ana.sanchez311@email.com,+18270808697
C0312,Jorge Rodriguez,Peru,Standard,jorge.rodriguez312@email.com,+11699586693
C0313,Andres Ruiz,Argentina,Basic,andres.ruiz313@email.com,+17226984858
C0314,Diego Morales,Dominican Republic,Standard,diego.morales314@email.com,+14522885158
C0315,Daniela Castro,Ecuador,VIP,daniela.castro315@email.com,+14608106200
C0316,Diego Vargas,Argentina,Standard,diego.vargas316@email.com,+14204380571
C0317,Andrea Mendez,Ecuador,Standard,andrea.mendez317@email.com,+16384066658
C0318,Maria Martinez,Chile,Basic,maria.martinez318@email.com,+19735989334
C0319,Fernando Rodriguez,Peru,Premium,fernando.rodriguez319@email.com,+12816064842
C0320,Sofia Castro,Mexico,Basic,sofia.castro320@email.com,+15720259094
C0321,Daniela Castro,Colombia,Basic,daniela.castro321@email.com,+15832818268
C0322,Natalia Ruiz,Guatemala,Premium,natalia.ruiz322@email.com,+13355543987
C0323,Natalia Martinez,Guatemala,Premium,natalia.martinez323@email.com,+17399305616
C0324,Andres Mendez,Mexico,Basic,andres.mendez324@email.com,+18588770435
C0325,Jorge Perez,Peru,Premium,jorge.perez325@email.com,+18801336138
C0326,Isabel Perez,Mexico,Standard,isabel.perez326@email.com,+17501102481
C0327,Pablo Cruz,Costa Rica,Basic,pablo.cruz327@email.com,+16766506180
C0328,Andrea Perez,Colombia,Premium,andrea.perez328@email.com,+15814491476
C0329,Miguel Martinez,Peru,VIP,miguel.martinez329@email.com,+18326842450
C0330,Natalia Mendez,Colombia,Standard,natalia.mendez330@email.com,+10099688143
C0331,Patricia Morales,Ecuador,VIP,patricia.morales331@email.com,+12223943129
C0332,Maria Mendez,Ecuador,VIP,maria.mendez332@email.com,+11414139755
C0333,Luis Cruz,Argentina,Premium,luis.cruz333@email.com,+19135775949
C0334,Luis Castro,Guatemala,Basic,luis.castro334@email.com,+16205336452
C0335,Roberto Ramirez,Panama,VIP,roberto.ramirez335@email.com,+15478129142
C0336,Natalia Morales,Colombia,Basic,natalia.morales336@email.com,+11080996930
C0337,Natalia Vargas,Peru,VIP,natalia.vargas337@email.com,+15639427881
C0338,Miguel Gomez,Chile,Premium,miguel.gomez338@email.com,+19282722992
C0339,Daniela Gomez,Chile,Premium,daniela.gomez339@email.com,+17314530385
C0340,Miguel Ramirez,Mexico,VIP,miguel.ramirez340@email.com,+10518449892
C0341,Miguel Ruiz,Dominican Republic,Basic,miguel.ruiz341@email.com,+11846386557
C0342,Daniela Ortega,Ecuador,Premium,daniela.ortega342@email.com,+12723184322
